Kiswahili,Kikuyu
asubuhi na mapema wakafanya agano,kĩrooko tene magĩthondeka kĩrĩĩkanĩro
wakala wakiwa hapo chini ya mti ,makĩrĩa me hau rungu rwa mũtĩ 
Kila akulaaniye apatwe na laana ,Arĩa marĩkũrumaga maronyiitagwo nĩ kĩrumi 
Ng`ombe wetu alizaa ndama mzuri .,Ng'ombe itu iraciarire gacau kega .
Mariamu alikua aoleke na Yusufu ,Mariamu aari ahikio ni Jusufu 
lakini wafanyikazi ni wachache . ,no aruti wira ni anini . 
Kwa hiyo Esau alipokwenda kuwinda,Kwoguo rĩrĩa Esau aathiire kũgwĩma
Hata naye Loti alikua na mifugo ,O naake Loti aarĩ na mahiũ 
 Yeyote yule atamwacha mke wake ,Uria wothe ugaate mutumia wake 
Yesu akauliza wanafunzi wake kuwa,Jesu akiuria arutwo ake atiri 
Abihudu alikua baba ya Eliakini ,Abihudu aari ithe wa Eliakimi 
Eliya amekwisha kuja  msimtambue,Elija ni arikitie guka  matiamumenyire
na bangili mbili kubwa za dhahabu,na bangiri igĩrĩ nene cia thahabu
Kila siku mbuzi mbuzi huchinjwa .,O muthenya mburi ni ithinjaguo.
Eleazaru alikua baba ya Mathani ,Eleazaru aari ithe wa Mathani 
Mungu mwenye Nguvu Wote akubariki,Ngai Mwene Hinya Wothe arokũraathima
na watu wale waionao ni wachache .,na andu aria mamionaga ni anini .
hautarudi kumwita mke wako Sarai ,ndũgũcooka gwĩta mũtumia waku Sarai 
na watu wale wengi ndio huipitia ,na andu aria aingi niyo mageraga 
Ukiona vya wenyewe domo lako hutoa,Wona ciene kanua gaku karuta
na ni Mwenyezi-Mungu anazungumza ,na nĩ MWATHANI ũraaria 
wakaja pale alikuwa akibatizania ,magiuka haria aabatithanagiria 
Si nyinyi ni wa muhimu kuwaliko ? ,Githi inyui mutiri a bata gucikira ? 
hata siku ile alipochukuliwa juu .,nginya muthenya uria aatwarirwo iguru .
na njaa ni kama mtu na ndungu yake,na ng'aragu ni ta mundu na muru wa nyina
Siku hiyo watu wengi wataniuliza ,Muthenya ucio andu aingi makaanjuria 
na atasafisha uwanda wake kabisa ,na ni agaatheria kihuuhiro giake biu 
Bwana wangu aliniapisha akaniambia,Mũnene wakwa nĩanjĩhĩtithirie akĩnjĩĩra
Ni jambo gani hili ulilotutendea ?,Nĩ atĩa ũguo ũtwĩkĩĩte ?
 Jihadharisheni manabii wa uongo .,Mwihugagei anabii a maheeni .
Mwenyezi-Mungu akamwambia Abramu ,MWATHANI akĩĩra Aburamu 
Lakini walipofika nchi ya Harani ,No makinya bũrũri wa Harani 
mahali patakatifu ndani ya Shekemu,handũ harĩa hatheru thĩinĩ wa Shekemu
Kisha Yesu akaenda Halilaya yote ,Jesu agicoka agithii Galili guothe 
maana umepata nguvu na umetuzidi .,amu nĩũgĩĩte na hinya gũtũkĩra .
Jesi alikua baba ya mfalme Daudi .,Jesii aari ithe wa muthamaki Daudi .
Mwenyezi-Mungu  Mungu wa mbingu ,MWATHANI  Ngai wa igũrũ 
Kisha atachukua baadhi ya mikate ,Acooke ooe mĩgate ĩmwe 
nitauacha mji wote kwa ajili yao .,nĩngũrĩhonokia rĩrĩ rĩothe nĩ ũndũ wao .
na watumishi wa kiume na wa kike .,na ngombo cia arũme na cia andũ a nja .
Yuda alikua baba ya Perezu na Zera,Juda aari ithe wa Perezu na Zera
Kuwaua watu wema pamoja na waovu ,Ndũngĩniinanĩria andũ athingu na andũ matarĩ athingu 
Kwa hivyo  vile mtapeana zawadi ,Kwoguo-ri  riria mukuheana iheo 
kuwanenea kila neno baya kwa uongo,kumuigirira igenyo cia mithemba yothe miuru
akaon ndugu wawili wa mama mmoja ,akiona ariu eri a nyina umwe 
 Kufurahi  ni wale wenye huruma , Gukena-ri  ni aria mari tha 
Wamekwisha pokea zawadi yao yote .,Ni marikitie kwamukira kiheo kiao giothe.
Lakini wanaume hawa achanani nao ,no arũme aya tiganaai nao 
atamtuma malaika aende pamoja nawe,nĩegũtũma mũraika atwarane nawe
nijiletee laana badala ya baraka .,ndĩkĩĩreehere kĩrumi handũ ha kĩraathimo .
Naye ibilisi akaja akamwambia hivi,Nake Mugerania agiuka akimwira uu
wacha kuogopa  niko pamoja nawe ,tiga gwĩtigĩra  ndĩ hamwe nawe 
Nayo Bethilehemu ya nchi ya Yuda .,Nawe Bethilehemu ya bururi wa Juda .
Wamwkwisha pokea zawadi yao yote .,Ni marikitie kwamukira kiheo kiao giothe .
nao kwa pamoja wakarudi Beer-sheba,nao marĩ hamwe magĩcooka Beerisheba
Kwa maana pale hazina yako ilipo ,Ni gukoruo haria muthithu waku uri 
msifanye kama wale watu wanafiki ,mutigekage ta andu aria hinga 
habari yake ikajulikana Syria yote,uhoro wake ukimenyeka siria guothe
Babake akaitika   Eh  mwanagu . ,Ithe agĩĩtĩka  “ Ĩĩ  mũũriũ . ”
Naye Mathayo akamka na akamfuata .,Nake Mathayo agiukira na akimurumirira .
Vile alivuka ng`ambo hiyo ingine ,Riria aaringire murimo ucio ungi 
Niliwaambia wanipee chakula chao .,Ndimoriirie mahe irio ciao .
Aliwatembelea wagonjwa na vipofu .,Acereire arwaru na atumumu .
mkae huko hadi vile mtatoka huko .,muikare kuo o ngunya riria mukoima kuo .
akamlaza madhabahuni juu ya kuni .,akĩmũigĩrĩra kĩgongoonainĩ ngũ igũrũ .
wakamsihi sana atoke kijiji chao ,makimuthaitha muno oime gicigo-ini kiao .
Kwa hivyo  Yesu akapanda mashua ,kwoguo  Jesu akihaica gataru 
walizaana wakawa wenye nguvu mno ,igĩciarana ikĩgĩa na hinya na ikĩingĩha mũno 
Sila ni yeye alimzaa Tubal-kaini ,Zila nĩ we waciarire Tubali-Kaini 
 Mfukuze mjakazi huyu na mwanawe ,“ Ingata ndungata ĩno ya mũtumia na mũũrũwe 
kusema kile ambacho kimenileta . ”,kuuga bata ũrĩa ũndeehete . ”
Watoto wa kiume wa Hamu walikuwa ,Aariũ a Hamu maarĩ 
Baba alituambia tumpe mbwa mfupa .,Baba atwirire tuhe ngui ihindi .
miaka mia moja themanini na saba .,mĩaka igana na mĩrongo ĩnaana na mũgwanja .
na nina askari walio chini yangu ,na ndi na thigari ikoragwo rungu rwakwa
wakayafanya maisha yao kuwa magumu,o na makĩmaritũhĩria ũtũũro mũno
dhambi inakuvizia mlangoni kwako ,wĩhia ũkuoheirie mũrangoinĩ waku 
akawatuma wanafunzi wake mwenyewe .,agituma arutwo ake mwene .
kwa mfano wa njiwa ukaja juu yake .,uhaana ta ndutura ugiuka iguru riake .
nacho kikamsifu Mumgu wa Israeli  .,nakio gikigooca Ngai wa Isiraeli .
Vile waliona nyota hiyo imesimama ,Riria moonire njata iyo yarugama
kutoka mlangoni mwa hema kuwalaki .,kuuma mũromoinĩ wa hema amatũnge .
Msiwadharau wale hawana na watoto ,Mutikananyarare aria matarii ta twana 
Ni vyema ndume kuwa na mkia mzuri .,Ni wega ndurume kugia na muting'oe mwega .
Ulaji mbaya husababisha tugonjeke .,Murire muru utumaga turware.
Na pepo hao wakaanza kumsihi Yesu ,Na ndaimono icio ikiambiriria kuthaitha Jesu 
Hili ndilo jina langu hadi milele ,Rĩĩrĩ nĩrĩo rĩĩtwa rĩakwa kinya tene 
Kwa hivyo ni lazima tutafute hila ,Kwoguo no mũhaka tũmathiĩ na wara 
Mwenyezi-Mungu atauangamiza mji huu,MWATHANI nĩekũniina itũũra rĩĩrĩ .
Lakini wao wakamwona kama alikua na,No o makĩona ta arĩ aarĩ na .
watu watanipokea kwa manyumbani . ',andu makanyamukira kwao micii . '
Mwenyezi-Mungu alimsikilia huruma ,MWATHANI nĩamũiguĩrĩire tha 
Nitalithibitisha agano langu nawe ,Nĩngũkĩhingia kĩrĩĩkanĩro gĩakwa na we
“ Naomba kurudi kwa bwana wangu . ”,“ Rekeei njooke kwĩ mũnene wakwa . ”
na mkae huko hadi vile ntakuambia ,na muikare kuo nginya riria ngaakwira 
kama Mwenyezi-Mungu alivyomwamuru .,o ta ũrĩa MWATHANI aathanĩĩte .
wakaeneza habari hiyo kuhusu Yesu .,makimemerekia uhoro ucio wigii Jesu .
utakua na wazawa wengi kama nyota .,ũkaagĩa na njiarwa nyingĩ ta ũguo .
Nahashoni alikua baba ya Salimoni ,Nahashoni aari ithe wa Salimoni .
na alipomaliza kurudisha shukrani ,na arikia gucokia ngatho 
 Mtu yeyote atakayetaka kunifuata ,Mundu o wothe angienda kunumirira 
nitakubariki na nikupe wazawa wengi,nĩngũkũraathima na ngũhe njiarwa nyingĩ
na akamnywesha mtoto maji akanywa .,na akĩhe kamwana maaĩ gakĩnyua .
miaka mia saba themanini na mbili .,mĩaka magana mũgwanja na mĩrongo ĩnaana na ĩĩrĩ .
Aburamu kũraathimwo nĩ Melikizedeki,Abramu  anabarikiwa ma Melkisedeki
wakati unafikiria mawazo ya watu . ,indi ureciria meciria ma andu . 
wakaingia safina ili kuiepa gharika,magĩgĩtoonya thabina nĩguo moorĩre mũiyũro ũcio wa maaĩ
kwa maana wataitwa wana wa Mungu . ,ni gukoruo ni magetwo ariu a Ngai . 
Si kwa mkate pekee utamweka mtu hai,To mugate wiki ungituuria mundu muoyo
na akawafunza wengine kunya hivyo ,akaruta andu angi gwika o uguo 
ataitwa mkubwa Ufalme wa mbinguni .,ni agetagwo munene Uthamaki-ini wa iguru .
Chakula cha ng`ombe ni ghali sana .,Irio cia ng'ombe cina goro muno .
Lakini nyinyi wakati ule mnafunga ,No inyui hindi iria mukwihinga 
na utuepushe kutokana na yule mwovu,no utuhonokagie kuuma hari uria muru
akamjengea Mwenyezi-Mungu madhabahu,agĩakĩra MWATHANI kĩgongoona
Zerubabeli alikua baba ya Abihudu ,Zerubabeli aari ithe wa Abihudu 
maana mmenijia mimi mtumishi wenu .,amu nĩmuoka kwa ndungata yanyu .
Wakati Mungu alipomuumba binadamu ,Rĩrĩa Ngai oombire andũ 
Noa alifungua madirisha ya safina ,Noa akĩhingũra ndirica ya thabina 
akawauliza kule Kristo angezaliwa .,akimoria kuria Kristo angiaciariiruo .
Mungu akamsikia mtoto huyo akilia ,Ngai nĩaiguire kamwana kau gakĩrĩra 
Watu wa rika moja huchinja na mwezi,Andu a  rika riimwe mathinjaga  na mweri
akachukua ngamia kumi wa bwana wake,nĩyakĩoire ngamĩĩra ikũmi cia mũnene wayo 
Nitamwambia msichana mmoja kwamba ,Nĩngwĩra mũirĩĩtu ũmwe atĩrĩ 
binti mkubwa akamwambia dada yake ,Mũirĩĩtu ũrĩa mũkũrũ nĩerire mwarĩ wa nyina
Lakini wakunga hao walimcha Mungu ,No atumia acio a gũciarithania nĩmaatĩĩĩte Ngai 
lakini mimi nitawaambia kuwa msiape,no nii ngumwira atiri mutikanehite
waliwaacha watoto wa kiume waishi .,nĩmaarekagĩrĩria twana twa tũhĩĩ tũtũũre .
Sasa nitakutuma kwa mfalme wa Misri,Rĩu nĩngũgũtũma kũrĩ mũthamaki wa Misiri
Mkuu huyo wa askari akamjibu kuwa ,Munene ucio wa thigari akimucokeria atiri 
Wakunga hao wakamjibu mfalme kuwa ,Atumia acio a gũciarithania magĩcookeria mũthamaki atĩrĩ 
ya kutengeneza chokaa na matofali ,wa gũthondeka thimiti na maturubaarĩ 
na akamvika ngozi za wanambuzi wale,na akĩmũhumba njũũa cia tũũri tũu
Ukimsikia mtoto wako akisema kitu ,Ungiigua kaana gaku gakiuga undu
Yesu akaunyoosha mkono  akamgusa ,Jesu agitamburukia guoko  akimuhutia 
Watoto wa kiume wa Kushi walikuwa ,Ariũ a Kushi maarĩ 
Watoto wa kiume wa Raama walikuwa ,Nao aariũ a Raama maarĩ 
kule nondo na kutu hawaweziharibu ,kuria memenyi na gutu itangiria 
mti wowote mwema huzaa mazao mema ,muti o wothe mwega uciaraga maciaro mega 
malaika wa Mwenyezi-Mungu akamtokea,mũraika wa MWATHANI nĩamuumĩrĩire
na umfadhili bwana wangu Abrahamu .,na ũtuge mũnene wakwa Aburahamu .
Miaka miwili baada ya ile gharika ,Mĩaka ĩĩrĩ thuutha wa mũiyũro wa maaĩ 
Lakini Yakobo akamwambia mama yake ,No Jakubu akĩĩra nyina 
Mungu akumiminie umande wa mbinguni,Ngai arokũheaga ime rĩa igũrũ 
Wakati mzee kukanywa hiyo ni laana .,Indi muthuuri gukaanio ucio nĩ kirimu .
na siku ile alipoachishwa kunyonya ,na mũthenya ũrĩa gaatuithirio iria 
na akawatoa pepo hizo na neno moja ,na akimaruta ndaimono icio na kiugo o kimwe 
Aminadabu alikua baba ya Nahashoni ,Aminadabu aari ithe wa Nahashoni 
WAkati alifahamu ati amepata mimba ,Rĩrĩa aamenyire atĩ e na nda 
hata mtumwa si mkuu kwa bwana yake .,o na ngombo ti nene kuri mwathi wayo .
Nimewapa wanyama wakue chakula chenu,Nĩndamũhe nyamũ ituĩke irio cianyu
Yaweza kuwa mikate isiyo nyembamba .,Yahota gũkorwo ĩrĩ mĩgate mĩtungu .
Nimemsikia baba yako akimwambia Esau,Ndaigua thooguo akĩĩra Esau
walipofika mahali Mungu alimwagiza ,maakinya harĩa Ngai aamwathĩrĩire 
Wakati huo shetani akawachana naye ,Hindi iyo Mucukani agitigana nake 
Suleimani alikua baba ya Reheboamu ,Suleimani aari ithe wa Rehoboamu 
 Nyinyi miji ya Zabuloni na Naftali ,Inyui matuura ma Zebuluni na Nafitali 
na Abrahamu akaomboleza kifo chake .,na Aburahamu agĩcakaĩra gĩkuũ gĩake .
mwende muingie nchi ambayo ntawapa .,muthi mutoonye bururiini uria ngumuhe .
Abramu alishikwa na usingizi mzito ,Aburamu akĩnyiitwo nĩ toro mũnene mũno 
ila isipokua kwa ajili ya usherati ,tiga no undu wa ngomanio itagiriire 
Mti mzuri huwezizaa matunda mabaya ,Muti mwega ndungiciara maciaro moru 
Isaka alizeeka hadi akapotea macho ,Isaaka aakũrire akĩũra maitho 
Nimewapa wazawa wako nchi hii yote ,Nĩndahe njiarwa ciaku bũrũri ũyũ wothe 
Mtu yeyote atakayeua naye atauliwa ,Mũndũ o wothe ũrĩũraganaga nĩarĩũragagwo 
Leo nilipofika kisimani nimeomba  ‘,Ũũmũũthĩ rĩrĩa njũkire gĩthimainĩ nĩhoire 
uende katika nchi nitakayokuonesha .,ũthiĩ bũrũri ũrĩa ngũkuonia .
lakini si kama waandishi wa sheria .,no ti ta andiki-Watho .
pepeto lake la kupuliza amelishika ,Gitaruru giake gia kuhuuha ni akinyitite 
amesimama pamoja na Mwenyezi-Mungu .,arũngiĩ hamwe na MWATHANI .
ajue kuwa nikudanganya namdanganya ,amenye atĩ nĩkũmũheenia ndĩramũheenia 
yule anayejaribu kuuokoa maisha yake,uria ugeragia kuhonokia muoyo wake ni
ni lazima mwanamume yeyote atahiriwe,no mũhaka mũndũ mũrũme o wothe aruage
Ni agano naweka nanyi na wazawa wenu,Nĩ kĩrĩĩkanĩro ndĩrathondeka na inyuĩ na jiarwa cianyu 
Mtatahiriwa kwa kukata magovi yenu ,Marĩruaga kĩĩga kĩa ũciari 
na viongozi wa makabila za Israeli .,na anene a mĩhĩrĩga ya Aisiraeli .
 Nyinyi wazawa wa nyoka yenye sumu ,Inyui njiarua cia nyoka iri thumu
na wakabatizwa naye mto wa Yordani ,na makabatithio niwe ruui-ini rwa Jorodani 
Kwa maana mtu yeyote huomba hupewa ,Tondu mundu o wothe uhoyaga ni aheagwo 
amekwaisha tenda dhambi rohoni mwake,ni arikitie gutharia nake ngoroini yake
' Ni vipi hivyo naskia habari yako ?,' Ni atia uguo ndiraigua uhoro waku ?
akapiga hema kati ya Betheli na Ai ,akĩamba hema yake gatagatĩ ka Betheli na Ai 
Acha kuzungumza kwa mdomo wa shetani,Tiga kwaria na kanua ka ngoma
akapanga kumwacha kwa njia ya siri .,akibanga kumutiga na njira ya hitho .
kwa sababu ya Sara mke wa Abrahamu .,nĩ ũndũ wa Sara mũtumia wa Aburahamu .
Naye Ibilisi akaja akamwambia hivi ,Nake Mugerania agiuka akimwira uu
Jekonia alikua baba ya Shealitieli ,Jekonia aari ithe wa Shealitieli 
malaika wa Mwenyezi-Mungu akamwambia,mũraika wa MWATHANI akĩmwĩra
na jicho lako mwenyewe lina boriti ?,na riitho riaku mwene riri na rubito?
Akawatuma Bethelehemu  akawaambia ,Akimatuma Bethilehemu akimeera 
Alipokaribia kuingia nchi ya Misri ,Akuhĩrĩria gũtoonya bũrũri wa Misiri 
Akaenda mlimani  na akaketi chini ,agithii kirima-inina ageikara thi 
Isaka akamtuma Yakobo  kwa Labani ,Isaaka agĩgĩtũma  kwa Labani 
Uwe mama ya watu maelfu kwa maelfu !,ũrotuĩka nyina wa andũ ngiri na ngiri !
kwa maana huwa na ugonjwa wa kifafa ,tondu ni akoragwo na murimu wa kibaba 
wacheni nuru yenyu iwaangazie watu ,rekei utheri wanyu utheragire andu 
Watoto wa kiume wa Gomeri walikuwa ,Aariũ a Gomeri maarĩ 
Baada yake Adamu aliishi miaka 800 .,thuutha ũcio Adamu aikarire mĩaka magana manaana .
yale aliyoyanena kupitia nabii wake ,iria aaririe kugerera munabii wake 
watu hao vipofu wakaenda hadi kwake ,andu acio atumumu magithii hari we 
ukamtoe sadaka juu ya mlima mmojawapo,ũkamũrute igongoona kĩrĩmainĩ kĩmwe kĩrĩa
Ikiwa mnaniruhusu nimzike mke wangu ,Angĩkorwo nĩmwĩtĩkĩrĩĩte thike mũtumia wakwa 
ili apate fadhili ya Mwenyezi-Mungu ,nĩ geetha eetĩkĩrĩke nĩ MWATHANI 
alimwita Esau  mwanawe yule mkubwa ,nĩetire Esau  mũũrũwe ũrĩa mũkũrũ 
Lakini yule atamkosesha mmoja wa hawa,No uria wothe ukaahinga umwe wa aya
wale wanaochechemea wanaenda vizuri .,aria mathuaga magwetwara wega .
akaenda na akaishi mji wa Nazarethi ,agithii na agiikara ituura-ini ria Nazarethi 
itanyunyiziwa ubavuni mwa madhabahu .,amĩite mwenainĩ wa kĩgongoona .
Amka uenende kwa babu yako Bethueli ,Ũkĩra ũthiĩ kwa guukaguo Bethueli 
kikundi kikubwa cha watu kilimfuata .,kirindi kinene kia andu gikimurumirira .
Yesu akiwaambia wanafunzi wake kuwa ,Jesu akira arutwo ake  atiri 
lakini enda ukajionyeshe kwa kuhani ,no thii wiyonanie kuri muthinjiri-Ngai 
akawajalia kupata jamaa zao wenyewe .,agĩtũma magĩe na mĩciĩ yao eene .
nitaishi pamoja na nyinyi hadi lini ?,ngutuura hamwe na inyui nginya ri ?
Mwenyezi-Mungu alimtokea akamwambia ,MWATHANI nĩamuumĩrĩire akĩmwĩra 
Abrahamu akakatakata kuni za sadaka ,Aburahamu agĩtinangia ngũ cia igongoona 
Na wakati huo mimi nitawaambia kuwa ,Na hindi iyo nii ngaameera atiri 
Yesu akaongozwa na roho hadi jangwani,Jesu agitongorio ni roho nginya weru-ini
Wewe ni mbarikiwa wa Mwenyezi-Mungu .,Wee nĩũraathimĩĩtwo nĩ MWATHANI .
na akampandisha kwa kinara cha hekalu,na  akimwamabatia gacumbiri-ini ka hekaru
akaanza kumdharau na kuchukia Sarai .,akĩambĩrĩria gwĩtĩĩa o na kũnyarara Sarai .
Na kuzaliwa kwa Yesu kulikuwa hhivi .,No guciaruo kwa jesu Kristo gwatarii uu .
Nalo jua lilipo tua na kuingia giza ,Narĩo riũa rĩathũa kwagĩa na nduma 
na ya kuponya magonjwa ya aina yote .,na wa kuhonagia mirimu ya mithemba yothe .
wewe pamoja na watu wote wa Israeli .,wee mwene o hamwe na andu oothe a Israeli .
Ukitaka naweza fanya hema tatu hapa ,Ungienda no nyambe hema ithatu haha 
siku ya kumi na saba ya mwezi wa pili,Mũthenya wa ikũmi na mũgwanja wa mweri wa keerĩ
na kupiga kambi yao kwa kulizunguka .,na makaambaga hema ciao ĩmĩthiũrũrũkĩirie .
 Nyinyi nanyi husema mimi ni nani ? ., I inyui na inyui mugaga ndi u ? .
“ Watu hawa wa Israeli ni wengi mno ,“ Andũ aya a Isiraeli nĩ aingĩ mũno 
mtoto mvulana aliyefanana kama yeye ,kaana ga kahĩĩ kaahaanaga taake 
kwa kuwa aliogopa kumwangalia Mungu .,nĩ amu nĩetigĩrire kũrora Ngai .
nimeona jinsi Wamisri wanavyowatesa .,na nĩnyoneete ũrĩa andũ a Misiri maramahinyĩrĩria .
Hii ndiyo orodha ya wazawa wa Adamu .,Ũyũ nĩguo mũtaratara wa njiarwa cia Adamu .
Baada ya mambo yote ni Mwenyezi-Mungu,Thutha wa maundu mothe ni Mwathani
Mbuzi waliingia shambani kwa jirani .,Mburi ciingirire kwa niimba mugunda .
Jehoshafatu alikua baba ya Jehoramu ,Jehoshafatu aari ithe wa Jehoramu 
tutafute njia a kuwazuia kuongezeka .,tũcarie njĩra ya kũgiria maingĩhe .
Kwa hivyo  jicho lako  likiwa safi ,Kwoguo riitho riaku ringikoruo ni irungiriru 
akajua alivyotendewa na mwanawe mdogo,akĩmenya ũrĩa mũũrũwe ũrĩa warĩ mũnyiinyi aamwĩkĩĩte
Siku zake za kujifungua zilipotimia ,Nĩagĩkinyĩrĩirwo nĩ ihinda rĩa gũciara 
Wasichana wataenda na mama harusini .,Airitu ni maguthii na nyina  uhiki-ini .
mwanafunzi hawi mkuu kuliko mwalimu ,murutwo ndakoragwo ari munene kuri murutani .
ikiwa mtoto anayezaliwa ni wa kiume ,angĩkorwo nĩ kahĩĩ gaaciarwo 
Utakoleza chumvi kwenye sadaka zako .,Ĩkagĩraai cumbĩ magongoonainĩ .
mji ukiwa mlimani juu haliwezifichika,ituura ringikoruo kirima iguru ritingihithika
akawa anakaa upande chini wa Kanani .,tondũ aikaraga mwena wa kĩanda wa Kanaani .
kwa ajili hiyo nyinyi ni wakamilifu ,Ni undu ucio muri akinyaniru 
ni kwa sababu amemeza nyoka wengine .,ni undu imeretie nyoka ingi .
Watoto wa kiume wa Yafethi walikuwa ,Aariũ a Jafethi maarĩ 
Sara alifia Hebroni nchi ya Kanaani ,Sara aakuĩrĩire Heburoni bũrũriinĩ wa Kanaani 
ili wapate kuzaana wajae dunia yote .,nĩ geetha igaciarane ciyũre thĩ yothe
akatoa nguo akalala uchi hemani mwake,akĩruta nguo agĩkoma  e njaga hemainĩ yake
Mji ukiwa mlimani juu huwezifichika .,Ituura ringikoruo kirima iguru ritingihithika .
aliishi miaka mia nne na thelathini ,aikarire mĩaka magana mana na mĩrongo ĩtatũ 
 Ukihesabu watu ambao wataenda vita ,“ Ũgĩtara andũ arĩa mangĩthiĩ mbaara 
Shealitelialikua baba ya Zerubabeli ,Shealitieli aari ithe wa Zerubabeli 
akaenda kuwaambia ndugu zake wawili .,agĩthiĩ akĩĩra aariũ acio angĩ eerĩ a nyina .
Kaka yangu Esau amejaa nywele mwilini,Mũrũ wa maitũ Esau nĩarĩ guoya mwĩrĩ
 Wengine husema ni Yohana Mbatizaji , Amwe moigaga ni Johana Mubatithania 
pamoja na wakazi wote wa Yerusalemu .,hamwe na andũ oothe a kũu Jerusalemu .
akawaita pamoja makuhani wakuu wote .,Agĩgĩĩta athĩnjĩri Ngai oothe .
na kule wezi hawawezi kuingia waibe .,na kuria aici matangihota gutonya maiye .
Efraimu  elfu arubaini na mia tano .,Efiraimu  Ngiri mĩrongo ĩna na magana mataano .
akazikemea upepo huo pamoja na ziwa ,agikuuma ruhuho ruu hamwe na iria 
Loti alikuwa ameketi langoni la mji .,Loti aikarĩĩte kĩhingoinĩ gĩa itũũra .
na tusije tukatawanyika duniani kote .,na tũtigaakĩhurunjũke thĩ yothe .
Mara mingi huanguka motoni na majini .,Kaingi ni aguaga mwaki-ini na mai-ini .
Kisha akawaeleza wanafunzi wake kuwa ,Agicoka akira arutwo ake atiri 
Walawi ndio watakaolingoa hema  hilo ,Alawii nĩ o marĩambũraga Hema ĩyo 
atakusanya ngano yake ndani ya ghala ,acokaniririe ngano yake thiini wa ikumbi 
kama wale watu wa mataifa wafanyavyo ,ta uria andu a nduriri mekaga 
humtuma mvulana wake vile kuna umande.,atumaga kihii giake o riria kuri na ime.
Naye Isaka akakiita kisima hicho Shiba,Naake agĩtua gĩthima kĩu Mwĩhĩtwa
lakini utuokoe kutoka kwa ule mwovu . ,no utuhonokagie kuuma hari uria muru . 
kama vile watu wale wanafiki hufanya ,ta uria andu aria hinga mekaga 
Lakini vile Petero aliingia kwa nyumba,No riria Petero aaingirire nyumba
na wafalme wa mataifa watatoka kwake .,na njiarwainĩ ciake nĩgũkoima athamaki .
naye Iradi alikuwa baba ya Mehuyaeli ,naake Iradu aarĩ ithe wa Mehujaeli 
Kwa ajili hiyo  ombeni kwa njia hii ,Ni undu ucio  hoyagai na njira ino 
mmoja aliitwa Ada  na mwingine Sila .,ũmwe eetagwo Ada  na ũcio ũngĩ Zila .
Yohana akaona roho wa Mungu ukiteremka,Johana akiona roho wa Ngai ugiikuruka
kwa maana Ufalme wa mbinguni ni wao . ,ni gukoruo Uthamaki wa iguru ni wao . 
kwa maana Ufalme wa mbinguni ni wao . ,ni gukoruo Uthamaki wa iguru ni wao . 
nĩareeheire Aburamu mũgate na ndibei ,alimletea Abramu mkate na diavi 
Tena waweza aje kumwambia ndugu yako ,Ningi ungihota atia kwira muru wa nyina wanyu 
kwanza uenende mpatane na ndugu yako ,wambe uthii ukaiguane na muru wa Ithe wanyu 
hata kama itakua uzi au kamba ya kiatu,o na angĩkorwo nĩ karũrigi kana kamũkwa ga kĩraatũ
alikaa miaka mia tano tisini na tano .,aikarire mĩaka magana mataano na mĩrongo kenda na ĩtaano .
lakini mtu mcha Mungu hawezi tingika .,no mundu muthingu ndangienyenyeka .
